-179,-89,6048.17127133
-179,-88,5043.51842683
-179,-87,3248.75907288
-179,-86,6244.40383336
-179,-85,3949.98717795
-179,-84,4187.88787607
-179,-83,6176.48049657
-179,-82,4519.05946427
-179,-81,5143.75905446
-179,-80,4032.95268551
-179,-79,4206.66202811
-179,-78,5751.87787321
-179,-77,6544.46173922
-179,-76,5721.97034413
-179,-75,3735.73185272
-179,-74,7383.19748708
-179,-73,4907.26644432
-179,-72,5552.0256862
-179,-71,4623.74971085
-179,-70,5773.32904512
-179,-69,4689.45870455
-179,-68,3690.72015253
-179,-67,5851.59636236
-179,-66,5564.38984685
-179,-65,5555.08119191
-179,-64,4139.3193992
-179,-63,2876.27850817
-179,-62,2953.38746129
-179,-61,4019.88204849
-179,-60,3403.91843374
-179,-59,4880.74886692
-179,-58,5832.15081177
-179,-57,3469.0220345
-179,-56,5346.07696576
-179,-55,5249.1308808
-179,-54,6042.20739963
-179,-53,5406.01138577
-179,-52,4150.93569846
-179,-51,4327.17321948
-179,-50,2981.41054686
-179,-49,6043.05049651
-179,-48,3946.36079445
-179,-47,4550.70582374
-179,-46,5091.23381092
-179,-45,6306.08949977
-179,-44,4009.91895865
-179,-43,5283.66400049
-179,-42,5083.368215
-179,-41,3433.99798748
-179,-40,4406.53370782
-179,-39,4636.25623118
-179,-38,4069.36958969
-179,-37,4665.14714063
-179,-36,4013.2222847
-179,-35,5766.22905184
-179,-34,5801.44235915
-179,-33,4851.14970006
-179,-32,6084.52157605
-179,-31,4352.38577902
-179,-30,5007.23145638
-179,-29,4963.38572579
-179,-28,5596.35539794
-179,-27,4978.90808519
-179,-26,3437.65071165
-179,-25,4177.15515618
-179,-24,7612.89965511
-179,-23,4485.64220195
-179,-22,3753.55856474
-179,-21,5168.65887407
-179,-20,5452.89142539
-179,-19,4851.21747445
-179,-18,4878.40204779
-179,-17,4969.43265506
-179,-16,3491.30760171
-179,-15,4874.01325615
-179,-14,5218.20843313
-179,-13,4639.54184184
-179,-12,5862.79926255
-179,-11,7506.01708346
-179,-10,4407.86413979
-179,-9,3822.79969935
-179,-8,5138.57366884
-179,-7,5307.07656939
-179,-6,4509.23068388
-179,-5,5105.10939789
